아이디,국가별,성별,연령별,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-1. 고려한 관광활동_1,문3-2. 고려한 관광인프라_1,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역,식비_비율,국내 교통비_비율,체험/활동비_비율,뷰티/의료비_비율,여행 서비스비_비율,숙박비_비율,쇼핑비_비율,기타 비용_비율
15487,7,2,4,3,7,5.0,2,3,2.0,호텔,직장형,1,서울,0.193,0.0385852090032154,0.0225080385852089,0.0,0.0,0.2250803858520899,0.514469453376206,0.0064308681672025
15491,14,1,4,3,8,11.0,5,4,3.0,호텔,혼자형,1,서울,0.301,0.0324074074074074,0.0,0.0185185185185185,0.0,0.648148148148147,0.0,0.0
15495,3,2,2,2,5,3.0,1,2,2.0,호텔,친구형,2,부산,0.281,0.1612021857923497,0.0639344262295081,0.0273224043715847,0.0,0.2868852459016393,0.1502732240437158,0.0289617486338797
15498,1,2,3,4,5,1.0,3,3,1.0,호텔,혼자형,2,인천,0.053,0.0105042016806722,0.0,0.0,0.0,0.09453781512605,0.8403361344537819,0.0021008403361344
15499,7,1,4,2,2,8.0,1,2,2.0,호텔,직장형,1,서울,0.246,0.0454545454545454,0.0189393939393939,0.0,0.0,0.303030303030303,0.3787878787878788,0.0075757575757575
15500,7,2,2,2,2,1.0,3,2,2.0,호텔,직장형,1,서울,0.242,0.0403225806451612,0.0241935483870967,0.0,0.0,0.282258064516129,0.4032258064516129,0.0080645161290322
15501,1,2,3,2,4,10.0,6,4,2.0,호텔,복합형(가족+친구),1,서울,0.099,0.0098522167487684,0.0,0.4926108374384229,0.0,0.0985221674876849,0.2955665024630545,0.0049261083743842
15504,4,1,3,4,2,8.0,6,2,4.0,호텔,친구형,5,서울,0.303,0.1893939393939394,0.0,0.0151515151515151,0.0,0.3787878787878788,0.0757575757575759,0.0378787878787878
15505,1,2,5,4,7,2.0,5,4,2.0,호텔,가족형,1,서울,0.072,0.0240731824747231,0.0,0.0,0.0,0.1805488685604238,0.7221954742416947,0.0009629272989889
15508,9,1,5,1,7,4.0,3,2,2.0,호텔,가족형,2,서울,0.258,0.0458333333333333,0.0166666666666666,0.0,0.0,0.25,0.4166666666666667,0.0125
15510,9,2,5,1,6,4.0,5,2,2.0,호텔,친구형,2,서울,0.242,0.0483091787439613,0.0193236714975845,0.0,0.0,0.2898550724637679,0.3864734299516911,0.0144927536231884
15512,9,2,4,1,1,5.0,6,2,2.0,호텔,가족형,2,서울,0.271,0.0502512562814069,0.0251256281407035,0.0,0.0,0.3517587939698494,0.3015075376884419,0.0
15514,1,2,2,2,8,1.0,2,3,2.0,민박/펜션,친구형,1,서울,0.121,0.0323886639676112,0.0,0.7287449392712555,0.0,0.0728744939271255,0.040485829959514,0.0040485829959514
15515,14,2,3,1,1,5.0,6,2,4.0,호텔,혼자형,4,서울,0.069,0.0311418685121107,0.0,0.0,0.8650519031141868,0.0,0.0346020761245673,0.0
15520,9,2,4,4,4,4.0,5,2,2.0,호텔,가족형,2,서울,0.266,0.0541871921182266,0.0246305418719212,0.0,0.0,0.3448275862068967,0.2955665024630539,0.0147783251231527
15521,3,1,3,1,4,1.0,5,2,2.0,호텔,가족형,2,경남,0.291,0.118705035971223,0.0863309352517985,0.0,0.0,0.3165467625899281,0.1438848920863309,0.0431654676258992
15522,1,2,2,4,7,1.0,3,2,2.0,호텔,친구형,1,서울,0.261,0.0347826086956521,0.0,0.0,0.0,0.347826086956522,0.347826086956522,0.008695652173913
15525,15,2,4,1,8,10.0,6,3,3.0,호텔,가족형,1,서울,0.237,0.0284360189573459,0.0236966824644549,0.0,0.0,0.5924170616113744,0.1184834123222748,0.0
15528,1,2,4,1,5,7.0,6,4,1.0,호텔,친구형,1,서울,0.102,0.0255754475703324,0.0,0.5115089514066503,0.0,0.1023017902813297,0.2557544757033244,0.0025575447570332
15529,8,2,3,2,2,2.0,4,2,3.0,호텔,친구형,2,서울,0.23,0.0691244239631337,0.0,0.0,0.0,0.2304147465437788,0.4608294930875576,0.0092165898617511
15530,9,1,3,1,1,6.0,5,1,3.0,게스트하우스/호스텔,친구형,2,서울,0.032,0.0,0.0,0.0,0.0,0.3225806451612903,0.6451612903225806,0.0
15531,9,2,3,1,4,2.0,5,2,3.0,호텔,직장형,1,서울,0.0,0.0,0.0,0.0,0.6997084548104954,0.0,0.2915451895043734,0.0087463556851311
15532,5,2,5,2,7,1.0,3,4,2.0,호텔,가족형,2,서울,0.053,0.0,0.0,0.0,0.1578947368421052,0.0,0.7894736842105263,0.0
15534,9,2,4,4,2,1.0,5,3,3.0,호텔,직장형,1,서울,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.4545454545454545,0.0
15535,5,1,5,1,6,1.0,4,2,2.0,호텔,가족형,2,서울,0.196,0.0,0.0,0.0,0.7843137254901962,0.0,0.0196078431372549,0.0
15538,9,2,2,1,1,3.0,5,2,3.0,호텔,가족형,2,서울,0.087,0.0,0.0,0.0,0.9130434782608696,0.0,0.0,0.0
15541,9,2,2,3,6,5.0,6,2,1.0,게스트하우스/호스텔,혼자형,1,서울,0.134,0.032258064516129,0.5376344086021505,0.0,0.0,0.2956989247311827,0.0,0.0
15542,14,2,4,4,2,10.0,3,4,3.0,기타,단체형,1,서울,0.245,0.0196078431372548,0.0,0.0,0.0,0.2450980392156861,0.4901960784313729,0.0
15543,9,1,2,1,1,3.0,1,2,2.0,게스트하우스/호스텔,친구형,1,서울,0.256,0.0,0.0,0.0,0.0,0.2307692307692308,0.5128205128205129,0.0
15545,9,2,2,4,3,4.0,3,2,2.0,호텔,가족형,1,서울,0.28,0.0841121495327102,0.0,0.0,0.0,0.2616822429906542,0.3738317757009345,0.0
15546,15,1,2,1,1,3.0,6,3,3.0,호텔,혼자형,2,서울,0.152,0.076103500761035,0.0,0.0,0.0,0.4566210045662096,0.3044140030441403,0.0106544901065449
15547,15,2,5,1,6,4.0,5,4,4.0,호텔,가족형,2,서울,0.337,0.0898876404494382,0.0067415730337078,0.0,0.0,0.449438202247191,0.1123595505617977,0.0044943820224719
15550,3,2,4,3,5,3.0,5,2,2.0,호텔,가족형,1,부산,0.0,0.0,0.0,0.0,0.6091205211726385,0.0,0.3908794788273615,0.0
15552,3,2,5,1,4,3.0,5,2,2.0,호텔,가족형,1,부산,0.037,0.0,0.0,0.0,0.6925925925925925,0.0,0.2407407407407407,0.0296296296296296
15553,3,2,3,2,4,3.0,4,2,2.0,호텔,친구형,1,부산,0.0,0.0,0.0,0.0,0.7166666666666667,0.0,0.2583333333333333,0.025
15554,12,2,2,1,4,4.0,6,3,3.0,호텔,가족형,1,서울,0.189,0.0410474168435951,0.0937721160651099,0.0,0.0,0.1238499646142959,0.5520169851380039,0.0
15555,15,2,3,1,1,1.0,6,2,4.0,기타,가족형,1,서울,0.264,0.0791974656810982,0.0950369588173179,0.0,0.0,0.432946145723337,0.1055966209081309,0.0232312565997888
15558,3,1,4,1,1,3.0,4,2,2.0,호텔,가족형,1,부산,0.018,0.0,0.0,0.0,0.6254545454545455,0.0,0.3272727272727272,0.029090909090909
15559,12,2,4,4,7,4.0,6,2,4.0,호텔,가족형,1,서울,0.22,0.0199999999999999,0.0,0.0,0.0,0.2799999999999994,0.480000000000001,0.0
15561,12,2,2,1,1,5.0,5,3,3.0,호텔,친구형,1,서울,0.171,0.0396174863387977,0.0908469945355192,0.0,0.0,0.118169398907104,0.5464480874316933,0.0341530054644809
15562,12,2,4,4,2,4.0,6,4,3.0,호텔,가족형,3,서울,0.131,0.0359242325277596,0.0097975179621162,0.0,0.0,0.1632919660352711,0.653167864141084,0.0071848465055519
15567,17,2,3,4,4,10.0,1,3,3.0,호텔,친구형,1,서울,0.118,0.0188346085932901,0.0,0.1765744555620953,0.0,0.098293113596233,0.5885815185403178,0.0
15570,9,2,5,3,6,2.0,3,3,2.0,호텔,친구형,2,서울,0.167,0.0784313725490196,0.0490196078431372,0.0,0.0,0.196078431372549,0.4901960784313725,0.0196078431372549
15574,17,2,2,1,1,5.0,2,2,3.0,게스트하우스/호스텔,친구형,1,서울,0.202,0.0505050505050504,0.01010101010101,0.0,0.0,0.2020202020202021,0.505050505050505,0.0303030303030302
15577,17,1,4,3,2,3.0,6,4,,"학교/회사 기숙사, 연수원 등",직장형,1,대전,0.24,0.08,0.0,0.0,0.0,0.24,0.32,0.12
15578,4,1,2,1,1,6.0,6,3,4.0,호텔,가족형,2,서울,0.097,0.0108318890814558,0.0216637781629115,0.0,0.0,0.649913344887349,0.2166377816291157,0.0034662045060658
15580,11,2,2,4,6,10.0,3,2,4.0,기타,단체형,1,서울,0.214,0.0599571734475374,0.025695931477516,0.0,0.0,0.2569593147751605,0.4282655246252676,0.0149892933618843
15581,11,2,2,1,7,10.0,2,2,4.0,게스트하우스/호스텔,친구형,4,서울,0.136,0.0,0.0169491525423728,0.0,0.0,0.2542372881355932,0.5932203389830508,0.0
15582,11,2,2,2,2,4.0,6,2,4.0,호텔,가족형,1,부산,0.221,0.0663716814159292,0.0442477876106194,0.0,0.0,0.6637168141592921,0.0,0.0044247787610619
15585,11,1,5,1,1,10.0,5,3,3.0,호텔,복합형(가족+친구),2,서울,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.2857142857142857,0.0
15586,11,2,3,2,4,5.0,6,2,4.0,호텔,혼자형,2,서울,0.0,0.0273307014880048,0.0,0.0,0.0,0.2514424536896447,0.0,0.7212268448223504
15587,11,1,3,1,6,3.0,3,1,4.0,모텔/여관,가족형,4,서울,0.304,0.0714285714285714,0.0357142857142857,0.0535714285714285,0.0,0.357142857142857,0.1785714285714288,0.0
15588,19,2,5,1,6,6.0,6,2,4.0,호텔,가족형,4,서울,0.123,0.0307692307692307,0.0,0.0,0.0,0.6923076923076925,0.1538461538461538,0.0
15590,19,1,2,2,7,4.0,3,2,4.0,호텔,가족형,1,서울,0.341,0.0568181818181818,0.0,0.0,0.0,0.3409090909090909,0.2272727272727272,0.034090909090909
15592,11,2,3,1,7,6.0,6,1,4.0,호텔,혼자형,2,서울,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
15593,19,2,2,1,1,1.0,3,2,4.0,민박/펜션,혼자형,1,서울,0.284,0.1134751773049644,0.0354609929078014,0.0,0.0,0.2836879432624113,0.2836879432624113,0.0
15595,11,1,2,1,7,10.0,3,2,4.0,호텔,친구형,3,서울,0.201,0.1055276381909547,0.0753768844221105,0.0,0.0,0.5025125628140703,0.100502512562814,0.0150753768844221
15598,11,1,2,1,7,3.0,6,3,3.0,호텔,가족형,1,서울,0.114,0.0227790432801821,0.011389521640091,0.0,0.0,0.1594533029612753,0.6833712984054678,0.0091116173120728
15599,19,1,3,1,1,3.0,6,2,4.0,모텔/여관,혼자형,5,서울,0.247,0.0740740740740741,0.0987654320987655,0.0,0.0,0.4938271604938278,0.0740740740740737,0.0123456790123456
15600,19,1,3,1,7,3.0,2,4,3.0,호텔,직장형,2,서울,0.0,0.0,0.0,0.0,0.9638554216867472,0.0,0.036144578313253,0.0
15601,18,2,2,1,1,4.0,6,2,4.0,호텔,가족형,3,서울,0.368,0.1102941176470588,0.0245098039215686,0.0,0.0,0.4901960784313726,0.0,0.0073529411764705
15602,18,1,2,1,1,5.0,4,1,4.0,호텔,가족형,3,서울,0.436,0.1781818181818182,0.0145454545454544,0.0,0.0,0.3636363636363636,0.0,0.0072727272727272
15604,19,1,2,1,7,6.0,4,1,4.0,친척 또는 친구 집,혼자형,2,서울,0.417,0.0,0.0416666666666666,0.0156249999999999,0.0,0.3125000000000003,0.1562499999999996,0.0572916666666666
15607,19,1,4,1,3,4.0,5,1,4.0,기타,가족형,1,서울,0.452,0.0407239819004525,0.0,0.0,0.0,0.4524886877828054,0.0452488687782805,0.0090497737556561
15608,18,2,3,1,7,4.0,3,2,4.0,모텔/여관,혼자형,3,서울,0.307,0.2452107279693485,0.0383141762452106,0.0,0.0,0.2298850574712644,0.1532567049808431,0.0268199233716475
15609,8,2,3,1,7,9.0,6,2,2.0,호텔,가족형,2,서울,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.4,0.0
15615,8,2,3,1,1,5.0,3,2,3.0,호텔,직장형,2,서울,0.0,0.0,0.0,0.0,0.825309491059147,0.0,0.1650618982118296,0.0096286107290233
15616,8,2,2,4,2,5.0,3,2,4.0,호텔,가족형,2,서울,0.242,0.0161290322580644,0.0,0.0,0.0,0.6451612903225804,0.0806451612903227,0.0161290322580644
15617,19,2,4,1,4,4.0,6,2,4.0,호텔,친구형,4,서울,0.258,0.2420327304048235,0.0258397932816537,0.0,0.0,0.3875968992248058,0.0861326442721794,0.0
15618,8,1,2,1,5,4.0,6,1,3.0,호텔,가족형,2,서울,0.222,0.1666666666666666,0.0555555555555555,0.0,0.0,0.4444444444444449,0.1111111111111111,0.0
15619,19,2,5,1,7,4.0,3,2,4.0,호텔,복합형(가족+친구),9,서울,0.0,0.0,0.0,0.0,0.970873786407767,0.0,0.029126213592233,0.0
15621,13,2,2,1,1,1.0,6,2,4.0,호텔,친구형,1,서울,0.267,0.0222222222222222,0.0,0.0,0.0,0.2666666666666666,0.4444444444444444,0.0
15623,8,1,4,1,1,4.0,5,2,4.0,호텔,단체형,4,서울,0.182,0.5454545454545455,0.0,0.0,0.0,0.2727272727272727,0.0,0.0
15624,8,1,3,3,2,2.0,6,2,2.0,호텔,가족형,1,서울,0.0,0.0,0.0,0.0,0.7291666666666665,0.0,0.2604166666666666,0.0104166666666666
15636,1,2,2,4,2,1.0,2,2,1.0,호텔,혼자형,1,서울,0.469,0.1224489795918367,0.0,0.0,0.0,0.2040816326530612,0.2040816326530612,0.0
15638,97,1,2,1,1,1.0,6,4,2.0,호텔,가족형,1,서울,0.15,0.0808383233532936,0.059880239520958,0.0,0.0,0.1047904191616768,0.5988023952095806,0.0059880239520958
15639,97,2,5,1,1,10.0,3,2,2.0,콘도미니엄/리조트,가족형,2,서울,0.23,0.2701149425287361,0.0114942528735632,0.0,0.0,0.3448275862068961,0.1149425287356321,0.028735632183908
15640,1,2,2,1,3,3.0,2,2,2.0,민박/펜션,친구형,1,서울,0.343,0.0714285714285714,0.1428571428571428,0.0,0.0,0.1428571428571428,0.2857142857142857,0.0142857142857142
15641,1,2,4,4,6,2.0,3,4,2.0,호텔,혼자형,1,서울,0.015,0.0094876660341556,0.0,0.0,0.0,0.0246679316888045,0.94876660341556,0.0018975332068311
15643,14,2,3,4,2,10.0,6,4,2.0,호텔,친구형,1,서울,0.252,0.033033033033033,0.015015015015015,0.09009009009009,0.0,0.3003003003003002,0.3003003003003002,0.009009009009009
15644,14,2,3,3,2,4.0,3,4,2.0,호텔,친구형,1,서울,0.173,0.0309597523219814,0.0123839009287925,0.0928792569659442,0.0,0.309597523219814,0.3715170278637776,0.0092879256965944
15646,13,2,3,1,1,1.0,4,2,3.0,호텔,직장형,3,서울,0.029,0.0,0.0,0.0,0.7971014492753625,0.0,0.1739130434782607,0.0
15647,13,1,5,1,7,1.0,3,3,2.0,호텔,직장형,2,서울,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15648,13,1,4,1,7,4.0,4,3,2.0,호텔,직장형,2,서울,0.01,0.0,0.0,0.0,0.6076388888888888,0.0,0.3472222222222222,0.0347222222222222
15649,5,2,4,2,4,10.0,3,2,1.0,호텔,혼자형,1,서울,0.455,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0
15651,13,2,1,1,1,4.0,6,1,2.0,호텔,직장형,3,서울,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15652,13,2,3,1,6,5.0,2,1,2.0,호텔,직장형,2,서울,0.0,0.0,0.0,0.0,0.5652173913043486,0.0,0.4347826086956515,0.0
15653,14,1,2,1,1,5.0,6,2,2.0,호텔,혼자형,1,서울,0.284,0.0631578947368421,0.0210526315789473,0.0,0.0,0.631578947368421,0.0,0.0
15654,16,1,6,4,2,1.0,6,4,1.0,호텔,가족형,1,서울,0.236,0.0694444444444444,0.0,0.0,0.0,0.5555555555555556,0.1388888888888889,0.0
15661,5,2,2,1,6,5.0,6,3,2.0,호텔,친구형,1,서울,0.27,0.0431499460625674,0.0755124056094929,0.1618122977346273,0.0,0.2157497303128373,0.2157497303128373,0.0183387270765911
15662,5,2,2,4,6,5.0,2,2,1.0,게스트하우스/호스텔,혼자형,1,서울,0.152,0.0,0.6060606060606061,0.0,0.0,0.2424242424242424,0.0,0.0
15664,15,1,4,4,2,5.0,4,1,4.0,친척 또는 친구 집,혼자형,1,경기,0.556,0.0555555555555555,0.0,0.0,0.0,0.0,0.3333333333333331,0.0555555555555555
15665,14,1,3,2,1,1.0,4,2,3.0,호텔,가족형,2,서울,0.261,0.1224489795918367,0.0244897959183673,0.0,0.0,0.4897959183673469,0.0816326530612245,0.0204081632653061
15667,17,2,5,1,7,7.0,6,2,4.0,호텔,가족형,2,대전,0.075,0.0,0.0,0.6792452830188679,0.0,0.2452830188679245,0.0,0.0
15668,4,1,5,1,1,3.0,6,3,3.0,호텔,혼자형,1,서울,0.0,0.0517464424320829,0.0,0.0431220353600691,0.0,0.6895213454075035,0.2156101768003443,0.0
15670,4,2,3,3,2,4.0,5,4,3.0,기타,친구형,1,서울,0.085,0.0338983050847457,0.0169491525423728,0.0,0.0,0.5084745762711862,0.3389830508474577,0.0169491525423728
15671,17,2,2,2,6,2.0,6,1,2.0,친척 또는 친구 집,가족형,3,인천,0.118,0.3529411764705882,0.1176470588235294,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.1176470588235294
15672,10,2,2,2,7,4.0,6,2,4.0,콘도미니엄/리조트,가족형,2,서울,0.255,0.0806794055201698,0.0127388535031847,0.0,0.0,0.2123142250530785,0.4246284501061571,0.0148619957537154
15674,10,1,2,1,7,3.0,3,2,4.0,콘도미니엄/리조트,친구형,2,서울,0.31,0.0775193798449612,0.0193798449612403,0.0,0.0,0.387596899224806,0.1937984496124032,0.0116279069767442
15677,2,1,3,1,5,9.0,2,2,1.0,호텔,친구형,1,서울,0.218,0.0436363636363636,0.0727272727272727,0.0,0.4363636363636365,0.0,0.2181818181818182,0.0109090909090909
15678,2,1,2,1,7,9.0,2,2,1.0,호텔,직장형,1,서울,0.284,0.0451612903225806,0.0,0.0,0.0,0.2580645161290322,0.3870967741935484,0.0258064516129032
15679,15,2,2,1,1,4.0,5,3,3.0,호텔,친구형,1,서울,0.169,0.0422535211267605,0.0140845070422535,0.0,0.0,0.1971830985915492,0.5633802816901412,0.0140845070422535
15681,15,2,3,1,1,5.0,8,3,3.0,호텔,친구형,1,서울,0.102,0.0511945392491467,0.0102389078498293,0.0,0.0,0.2047781569965867,0.6143344709897616,0.0170648464163822
15682,4,1,2,2,2,7.0,5,4,2.0,호텔,가족형,1,서울,0.331,0.0826446280991736,0.0,0.0,0.0,0.495867768595041,0.0826446280991737,0.0082644628099173
15686,97,1,2,1,1,10.0,5,2,3.0,호텔,가족형,2,서울,0.185,0.0739371534195935,0.0,0.0166358595194084,0.0,0.33271719038817,0.3696857670979663,0.022181146025878
15688,5,2,2,1,1,1.0,6,3,2.0,호텔,가족형,1,서울,0.082,0.0573770491803278,0.0,0.4098360655737704,0.0,0.3278688524590162,0.1229508196721313,0.0
15689,2,2,3,2,6,1.0,2,2,1.0,호텔,친구형,1,서울,0.286,0.042016806722689,0.0,0.0,0.0,0.3361344537815126,0.3361344537815126,0.0
15690,4,1,3,2,5,1.0,6,4,1.0,호텔,혼자형,1,서울,0.25,0.3333333333333333,0.0,0.0,0.0,0.4166666666666667,0.0,0.0
15691,2,2,2,4,6,7.0,3,2,2.0,호텔,가족형,1,서울,0.119,0.0197628458498023,0.0237154150197628,0.2371541501976284,0.3952569169960475,0.0,0.1976284584980237,0.0079051383399209
15692,2,1,5,1,7,1.0,4,2,2.0,호텔,친구형,1,서울,0.305,0.0354609929078014,0.0212765957446808,0.0,0.425531914893617,0.0,0.2127659574468085,0.0
15695,5,2,2,4,2,1.0,2,4,2.0,호텔,가족형,1,서울,0.381,0.0476190476190476,0.0,0.0,0.0,0.4285714285714285,0.0952380952380952,0.0476190476190476
15697,5,2,2,4,2,9.0,3,4,2.0,호텔,혼자형,2,서울,0.054,0.027027027027027,0.0,0.1081081081081083,0.0,0.5405405405405398,0.2702702702702707,0.0
15698,2,1,5,2,7,5.0,1,2,1.0,호텔,친구형,1,서울,0.169,0.0367647058823529,0.0220588235294117,0.0,0.5514705882352942,0.0,0.2205882352941176,0.0
15700,4,1,3,4,6,4.0,5,3,4.0,호텔,가족형,2,제주,0.197,0.128777923784494,0.0131406044678055,0.0,0.0,0.2628120893561106,0.3942181340341654,0.0039421813403416
15704,5,1,3,4,7,1.0,6,1,3.0,호텔,친구형,2,부산,0.0,0.5263157894736842,0.0,0.0,0.0,0.2105263157894736,0.2631578947368421,0.0
15705,15,1,3,1,1,10.0,6,2,4.0,호텔,가족형,4,서울,0.347,0.1006944444444446,0.0260416666666667,0.0,0.0,0.5208333333333331,0.0,0.0052083333333333
15707,14,1,2,1,1,4.0,3,3,2.0,호텔,혼자형,2,서울,0.266,0.0492610837438423,0.0295566502463054,0.0,0.0,0.5418719211822661,0.0985221674876847,0.0147783251231527
15709,4,1,4,2,2,4.0,3,2,4.0,친척 또는 친구 집,친구형,1,서울,0.313,0.1041666666666663,0.0520833333333331,0.0,0.0,0.2604166666666668,0.2604166666666668,0.0104166666666666
15714,4,1,5,1,1,1.0,4,4,2.0,호텔,가족형,2,서울,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15715,8,1,3,1,1,10.0,6,2,3.0,호텔,가족형,1,서울,0.408,0.0222772277227722,0.0247524752475248,0.0,0.0,0.2970297029702964,0.2475247524752479,0.0
15716,4,2,2,1,1,1.0,4,2,4.0,호텔,가족형,1,서울,0.137,0.0341296928327645,0.068259385665529,0.0,0.0,0.5802047781569966,0.1706484641638225,0.0102389078498293
15718,4,2,5,2,2,4.0,6,4,4.0,호텔,친구형,4,서울,0.473,0.0425330812854441,0.0094517958412098,0.0,0.0,0.378071833648393,0.0945179584120981,0.0028355387523629
15719,8,2,1,2,2,3.0,6,3,3.0,호텔,가족형,1,서울,0.178,0.0203045685279188,0.0304568527918781,0.0,0.0,0.2538071065989846,0.5076142131979698,0.0101522842639593
15720,2,2,4,2,5,1.0,4,2,1.0,호텔,친구형,1,서울,0.201,0.020066889632107,0.0,0.0,0.4949832775919733,0.0,0.2675585284280931,0.0167224080267558
15722,8,2,3,1,1,2.0,6,3,2.0,기타,친구형,1,서울,0.295,0.0512820512820512,0.0064102564102563,0.0,0.0,0.3846153846153844,0.2564102564102565,0.0064102564102563
15723,2,2,2,1,6,2.0,4,2,1.0,호텔,친구형,1,서울,0.191,0.0669216061185468,0.0,0.0,0.0,0.3250478011472285,0.3824091778202671,0.034416826003824
15725,4,1,3,1,3,4.0,6,2,3.0,호텔,가족형,1,서울,0.307,0.1104294478527607,0.0613496932515337,0.0,0.0,0.4601226993865036,0.0613496932515337,0.0
15728,10,2,3,1,7,4.0,5,2,2.0,호텔,가족형,2,서울,0.0,0.0,0.0,0.0,0.8064516129032255,0.0,0.1743679163034004,0.0191804707933739
15729,10,2,2,1,1,3.0,6,2,3.0,호텔,친구형,2,서울,0.208,0.023076923076923,0.0,0.0,0.0,0.2307692307692307,0.5384615384615384,0.0
15731,1,1,5,1,1,2.0,3,2,1.0,호텔,혼자형,1,서울,0.5,0.0,0.0,0.0,0.0,0.409090909090909,0.0909090909090909,0.0
15733,10,1,5,1,1,3.0,2,2,2.0,호텔,가족형,2,서울,0.449,0.0,0.0,0.0,0.0,0.5511811023622047,0.0,0.0
15734,4,2,4,1,7,2.0,3,4,3.0,호텔,단체형,2,서울,0.075,0.0,0.0,0.0,0.875,0.0,0.05,0.0
15735,10,2,3,1,1,3.0,4,2,3.0,호텔,가족형,2,서울,0.223,0.1561338289962829,0.0074349442379182,0.0,0.0,0.2973977695167283,0.2973977695167283,0.0185873605947955
15742,10,2,5,1,1,1.0,2,2,2.0,호텔,가족형,2,서울,0.0,0.0,0.0,0.0,0.8095238095238096,0.0,0.1904761904761904,0.0
15743,14,1,3,1,1,1.0,3,2,4.0,콘도미니엄/리조트,혼자형,2,서울,0.23,0.0491803278688524,0.0,0.0655737704918032,0.0,0.6557377049180328,0.0,0.0
15744,14,2,4,2,6,6.0,3,4,3.0,콘도미니엄/리조트,혼자형,2,서울,0.137,0.0164158686730506,0.0328317373461012,0.0,0.0,0.3939808481532156,0.4103967168262642,0.0095759233926128
15745,9,1,3,1,1,10.0,6,2,3.0,기타,가족형,3,서울,0.146,0.0583090379008746,0.0,0.0,0.0,0.1895043731778426,0.5830903790087462,0.0233236151603498
15746,9,1,2,1,6,10.0,4,2,4.0,기타,친구형,3,서울,0.296,0.0887573964497038,0.1183431952662722,0.0,0.0,0.2366863905325444,0.2366863905325444,0.0236686390532544
15748,9,1,2,1,1,4.0,6,2,2.0,호텔,단체형,3,서울,0.025,0.0,0.0,0.0,0.7701786814540981,0.0,0.1848428835489826,0.0203327171903881
15750,9,2,2,2,2,4.0,1,2,2.0,게스트하우스/호스텔,친구형,1,서울,0.139,0.0833333333333333,0.0,0.0,0.0,0.2222222222222222,0.5555555555555555,0.0
15751,14,2,2,1,6,5.0,6,2,3.0,친척 또는 친구 집,혼자형,1,서울,0.325,0.040650406504065,0.2845528455284553,0.0,0.0,0.0,0.3252032520325204,0.024390243902439
15753,14,2,2,1,1,10.0,6,2,3.0,호텔,친구형,2,서울,0.213,0.0360540811216825,0.0,0.0,0.0,0.3505257886830246,0.400600901352028,0.0
15755,9,1,5,1,1,1.0,2,2,3.0,호텔,가족형,3,서울,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0
15756,9,1,3,1,1,6.0,6,2,4.0,호텔,복합형(가족+친구),4,서울,0.204,0.0489795918367346,0.1224489795918367,0.0,0.0,0.4489795918367347,0.163265306122449,0.0122448979591836
15758,15,1,5,4,3,4.0,2,4,4.0,게스트하우스/호스텔,가족형,2,서울,0.177,0.0088495575221238,0.0,0.0176991150442478,0.0,0.2654867256637172,0.1769911504424781,0.3539823008849548
15759,14,1,6,1,1,6.0,6,2,4.0,호텔,가족형,5,서울,0.167,0.0,0.0,0.0,0.8333333333333338,0.0,0.0,0.0
15761,1,2,5,1,1,2.0,3,4,3.0,호텔,친구형,1,서울,0.037,0.0092592592592592,0.0,0.0,0.0,0.0277777777777778,0.9259259259259258,0.0
15762,9,1,2,1,1,3.0,4,1,3.0,호텔,가족형,3,서울,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0909090909090909,0.0
15763,14,2,5,2,7,1.0,6,4,4.0,호텔,혼자형,3,서울,0.161,0.0322580645161289,0.0322580645161289,0.0,0.0,0.6451612903225804,0.1290322580645164,0.0
15764,14,2,2,1,1,6.0,6,2,4.0,게스트하우스/호스텔,혼자형,4,서울,0.126,0.1276978417266188,0.0053956834532373,0.0719424460431654,0.0,0.359712230215827,0.2877697841726619,0.0215827338129496
15770,9,2,4,1,1,3.0,6,1,2.0,호텔,단체형,3,서울,0.026,0.0,0.0,0.0,0.8267195767195765,0.0,0.1322751322751325,0.0145502645502645
15771,14,1,3,2,2,3.0,6,1,4.0,기타,가족형,5,서울,0.33,0.1035242290748899,0.0044052863436123,0.0,0.0,0.5286343612334804,0.0330396475770924,0.0
15772,9,2,4,1,1,3.0,2,2,3.0,호텔,가족형,3,서울,0.0,0.0,0.0,0.0,0.8024691358024691,0.0,0.1975308641975308,0.0
