아이디,연령별,한국 방문횟수(카테고리),문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위,문1-1. 한국여행 관심 계기_1순위
1927,4,1,안전 및 퀄리티,가족형,1,서울 단기형,695.5,5.0,도시 소비형,경험 및 관계
1928,2,3,여행 편의성,가족형,1,서울 단기형,306.02,5.0,"역사, 전통, 자연",경험 및 관계
1929,2,1,여행 편의성,혼자형,4,서울 심층형,163.08,22.0,경험형,K-컬처형
1931,2,2,여행 편의성,친구형,1,서울 단기형,278.8,4.0,도시 소비형,가성비 및 접근성
1932,2,3,안전 및 퀄리티,혼자형,1,서울 심층형,253.68,12.0,"역사, 전통, 자연",경험 및 관계
1933,2,1,안전 및 퀄리티,혼자형,1,서울 심층형,123.065666666667,21.0,도시 소비형,경험 및 관계
1934,2,3,여행 편의성,친구형,3,수도권/지방형(탐험가형),214.0,13.0,도시 소비형,가성비 및 접근성
1935,3,1,여행 편의성,혼자형,1,서울 심층형,383.366666666667,6.0,"역사, 전통, 자연",K-컬처형
1939,2,1,여행 편의성,단체형,1,서울 단기형,271.36,5.0,특수 목적,경험 및 관계
1940,2,1,여행 편의성,직장형,2,서울 심층형,515.0,6.0,"역사, 전통, 자연",가성비 및 접근성
1941,2,1,여행 편의성,직장형,3,서울 심층형,383.333333333333,6.0,"역사, 전통, 자연",가성비 및 접근성
1944,2,4,안전 및 퀄리티,친구형,1,서울 단기형,294.666666666667,3.0,도시 소비형,경험 및 관계
1945,5,3,여행 편의성,가족형,1,서울 심층형,240.0,8.0,도시 소비형,경험 및 관계
1946,3,1,여행 편의성,직장형,2,서울 심층형,438.333333333333,6.0,"역사, 전통, 자연",가성비 및 접근성
1948,4,2,여행 편의성,친구형,1,서울 심층형,278.933333333333,6.0,도시 소비형,경험 및 관계
1950,3,1,여행 편의성,가족형,1,서울 심층형,138.285714285714,7.0,"역사, 전통, 자연",경험 및 관계
1952,2,1,여행 편의성,혼자형,2,서울 심층형,247.288888888889,9.0,경험형,K-컬처형
1957,4,1,여행 편의성,가족형,1,서울 단기형,250.38,5.0,"역사, 전통, 자연",경험 및 관계
1960,2,1,여행 편의성,혼자형,1,서울 심층형,143.074285714286,7.0,"역사, 전통, 자연",K-컬처형
1962,2,1,여행 편의성,혼자형,1,서울 심층형,115.916666666667,6.0,도시 소비형,K-컬처형
1965,4,3,여행 편의성,복합형(가족+친구),1,서울 단기형,306.02,5.0,특수 목적,경험 및 관계
1968,2,2,안전 및 퀄리티,혼자형,2,서울 심층형,184.0992,15.0,도시 소비형,경험 및 관계
1975,2,1,여행 편의성,단체형,3,서울 심층형,219.066666666667,15.0,"역사, 전통, 자연",경험 및 관계
1976,3,2,여행 편의성,가족형,1,서울 단기형,576.037,5.0,도시 소비형,가성비 및 접근성
1983,3,4,가성비,혼자형,1,서울 심층형,63.9529411764706,17.0,"역사, 전통, 자연",경험 및 관계
1984,3,4,여행 편의성,가족형,2,수도권/지방형(탐험가형),148.254545454545,11.0,"역사, 전통, 자연",경험 및 관계
1986,3,2,여행 편의성,가족형,1,서울 심층형,200.0,6.0,경험형,가성비 및 접근성
1987,2,2,여행 편의성,친구형,1,서울 심층형,238.145166666667,6.0,경험형,K-컬처형
1988,1,1,여행 편의성,가족형,1,서울 단기형,204.8,5.0,경험형,경험 및 관계
1995,4,4,가성비,가족형,1,서울 심층형,256.0,6.0,도시 소비형,K-컬처형
2005,2,1,여행 편의성,가족형,2,서울 단기형,262.4,5.0,특수 목적,K-컬처형
2009,2,2,여행 편의성,친구형,1,서울 단기형,251.00375,4.0,도시 소비형,K-컬처형
2010,5,1,여행 편의성,가족형,1,서울 단기형,281.38,4.0,도시 소비형,K-컬처형
2011,2,1,여행 편의성,가족형,2,서울 심층형,168.907142857143,7.0,"역사, 전통, 자연",K-컬처형
2014,6,3,여행 편의성,단체형,2,수도권/지방형(탐험가형),246.4,5.0,도시 소비형,K-컬처형
2016,3,3,여행 편의성,친구형,1,서울 단기형,450.8475,4.0,도시 소비형,가성비 및 접근성
2018,4,2,여행 편의성,가족형,1,서울 단기형,128.0,5.0,특수 목적,가성비 및 접근성
2029,1,1,여행 편의성,직장형,1,서울 단기형,221.5182,5.0,도시 소비형,경험 및 관계
2032,1,1,안전 및 퀄리티,직장형,1,서울 단기형,295.3576,5.0,도시 소비형,가성비 및 접근성
2033,5,1,여행 편의성,가족형,3,서울 심층형,157.350366666667,10.0,"역사, 전통, 자연",경험 및 관계
2034,3,1,여행 편의성,가족형,1,서울 심층형,197.355904761905,7.0,도시 소비형,K-컬처형
2040,2,1,여행 편의성,가족형,1,서울 단기형,524.8,5.0,경험형,경험 및 관계
2043,4,1,안전 및 퀄리티,가족형,1,서울 단기형,337.032,5.0,특수 목적,가성비 및 접근성
2044,4,4,가성비,가족형,1,서울 심층형,130.031666666667,6.0,도시 소비형,경험 및 관계
2051,5,2,여행 편의성,가족형,3,서울 단기형,1472.0,5.0,특수 목적,경험 및 관계
2052,2,1,안전 및 퀄리티,친구형,1,서울 단기형,130.464,5.0,"역사, 전통, 자연",경험 및 관계
2054,2,1,여행 편의성,친구형,1,서울 단기형,128.2896,5.0,도시 소비형,가성비 및 접근성
2055,2,1,여행 편의성,친구형,1,서울 심층형,287.331428571429,14.0,특수 목적,K-컬처형
2057,2,1,여행 편의성,친구형,1,서울 심층형,390.0582,10.0,"역사, 전통, 자연",경험 및 관계
2058,4,1,여행 편의성,가족형,2,서울 단기형,1687.5,5.0,경험형,경험 및 관계
2059,5,1,여행 편의성,가족형,1,서울 단기형,978.48,5.0,특수 목적,K-컬처형
2061,2,1,안전 및 퀄리티,혼자형,1,서울 심층형,233.1,15.0,도시 소비형,경험 및 관계
2063,3,1,여행 편의성,친구형,2,수도권/지방형(탐험가형),93.1885714285714,28.0,특수 목적,경험 및 관계
2064,3,3,여행 편의성,가족형,1,서울 단기형,320.0,5.0,"역사, 전통, 자연",경험 및 관계
2068,4,3,여행 편의성,가족형,1,서울 단기형,453.0,4.0,"역사, 전통, 자연",가성비 및 접근성
2069,1,1,여행 편의성,혼자형,1,서울 심층형,217.44,14.0,경험형,경험 및 관계
2074,1,1,여행 편의성,가족형,1,서울 단기형,328.0,4.0,경험형,K-컬처형
2075,5,1,안전 및 퀄리티,가족형,2,서울 단기형,364.8,5.0,"역사, 전통, 자연",가성비 및 접근성
2079,2,3,안전 및 퀄리티,가족형,2,서울 심층형,389.333333333333,6.0,특수 목적,K-컬처형
2081,2,1,여행 편의성,가족형,2,서울 단기형,273.6,5.0,도시 소비형,K-컬처형
2082,2,2,가성비,친구형,1,서울 단기형,262.933333333333,3.0,도시 소비형,K-컬처형
2084,3,3,안전 및 퀄리티,단체형,2,서울 심층형,264.0,12.0,"역사, 전통, 자연",K-컬처형
2087,2,1,여행 편의성,혼자형,2,서울 단기형,278.2,4.0,특수 목적,K-컬처형
2090,2,1,여행 편의성,친구형,1,서울 단기형,139.1,5.0,특수 목적,K-컬처형
2091,2,2,여행 편의성,가족형,1,서울 단기형,371.2,5.0,특수 목적,가성비 및 접근성
2094,3,1,안전 및 퀄리티,친구형,1,서울 단기형,200.0,5.0,경험형,K-컬처형
2095,3,1,여행 편의성,가족형,1,서울 단기형,783.711,4.0,특수 목적,경험 및 관계
2098,5,1,여행 편의성,가족형,2,서울 심층형,232.0,7.0,"역사, 전통, 자연",K-컬처형
2099,2,1,여행 편의성,친구형,1,서울 심층형,369.371428571429,7.0,경험형,가성비 및 접근성
2100,5,4,안전 및 퀄리티,가족형,1,서울 심층형,494.577777777778,9.0,도시 소비형,K-컬처형
2102,3,1,여행 편의성,가족형,2,서울 심층형,205.714285714286,7.0,특수 목적,K-컬처형
2105,3,2,안전 및 퀄리티,혼자형,1,서울 심층형,1319.44444444444,9.0,경험형,경험 및 관계
2107,4,1,안전 및 퀄리티,가족형,1,서울 심층형,463.6375,8.0,"역사, 전통, 자연",K-컬처형
2109,3,4,여행 편의성,친구형,1,서울 심층형,196.3,7.0,경험형,경험 및 관계
2110,3,2,안전 및 퀄리티,가족형,2,서울 단기형,162.44668,5.0,특수 목적,경험 및 관계
2111,4,3,여행 편의성,가족형,3,서울 심층형,250.548148148148,9.0,특수 목적,경험 및 관계
2112,2,3,안전 및 퀄리티,친구형,1,서울 단기형,277.95,4.0,특수 목적,K-컬처형
2113,2,4,여행 편의성,혼자형,1,서울 심층형,649.133333333333,6.0,특수 목적,경험 및 관계
2114,5,3,여행 편의성,가족형,1,서울 심층형,137.8921875,8.0,도시 소비형,경험 및 관계
2116,5,4,여행 편의성,가족형,1,서울 심층형,70.345,6.0,특수 목적,K-컬처형
2119,3,1,여행 편의성,혼자형,1,서울 단기형,420.608,5.0,"역사, 전통, 자연",경험 및 관계
2123,3,4,가성비,가족형,2,서울 심층형,216.433333333333,6.0,특수 목적,경험 및 관계
2124,5,4,안전 및 퀄리티,가족형,1,서울 심층형,182.714285714286,7.0,특수 목적,K-컬처형
2125,5,3,안전 및 퀄리티,가족형,1,서울 단기형,468.966666666667,5.0,도시 소비형,경험 및 관계
2127,5,1,안전 및 퀄리티,가족형,2,서울 단기형,338.24,5.0,"역사, 전통, 자연",경험 및 관계
2129,1,1,여행 편의성,가족형,1,서울 단기형,222.56,5.0,특수 목적,경험 및 관계
2132,5,4,가성비,가족형,1,서울 단기형,460.44,5.0,도시 소비형,경험 및 관계
2134,2,1,여행 편의성,혼자형,1,서울 단기형,333.84,5.0,경험형,가성비 및 접근성
2136,4,1,안전 및 퀄리티,가족형,1,서울 심층형,165.737083333333,8.0,도시 소비형,K-컬처형
2139,2,4,여행 편의성,가족형,2,서울 심층형,274.303333333333,9.0,도시 소비형,경험 및 관계
2142,2,4,여행 편의성,가족형,1,서울 심층형,174.5835,6.0,경험형,K-컬처형
2144,2,1,안전 및 퀄리티,직장형,2,서울 단기형,369.197,5.0,도시 소비형,경험 및 관계
2146,2,1,안전 및 퀄리티,직장형,2,서울 단기형,295.3576,5.0,도시 소비형,경험 및 관계
2147,4,4,여행 편의성,친구형,1,서울 심층형,242.857142857143,7.0,경험형,K-컬처형
2152,2,1,여행 편의성,친구형,4,서울 심층형,90.365,28.0,특수 목적,경험 및 관계
2154,2,2,여행 편의성,혼자형,2,서울 심층형,415.384615384615,13.0,경험형,경험 및 관계
2155,6,1,안전 및 퀄리티,단체형,1,서울 심층형,1312.5,8.0,"역사, 전통, 자연",경험 및 관계
2156,2,2,안전 및 퀄리티,가족형,1,서울 심층형,137.279333333333,6.0,도시 소비형,가성비 및 접근성
2157,3,1,안전 및 퀄리티,가족형,1,서울 단기형,243.01,5.0,도시 소비형,K-컬처형
2160,5,4,여행 편의성,가족형,2,서울 심층형,74.6083333333333,6.0,특수 목적,가성비 및 접근성
2161,5,1,안전 및 퀄리티,직장형,1,서울 단기형,265.82184,5.0,도시 소비형,경험 및 관계
2163,4,3,가성비,가족형,1,서울 심층형,168.097142857143,7.0,경험형,가성비 및 접근성
2164,5,1,여행 편의성,직장형,1,서울 단기형,369.197,5.0,도시 소비형,경험 및 관계
2165,2,4,여행 편의성,친구형,3,서울 단기형,255.8,5.0,경험형,K-컬처형
2166,3,3,여행 편의성,가족형,1,서울 심층형,31.975,8.0,도시 소비형,경험 및 관계
2167,2,1,여행 편의성,혼자형,1,서울 심층형,193.333333333333,15.0,특수 목적,경험 및 관계
2168,3,1,가성비,가족형,1,수도권/지방형(탐험가형),523.590625,8.0,도시 소비형,가성비 및 접근성
2169,3,4,가성비,친구형,1,서울 단기형,294.666666666667,3.0,도시 소비형,경험 및 관계
2170,4,1,여행 편의성,직장형,1,서울 단기형,295.3576,5.0,"역사, 전통, 자연",가성비 및 접근성
2171,5,2,안전 및 퀄리티,가족형,2,서울 단기형,246.4,5.0,"역사, 전통, 자연",가성비 및 접근성
2172,4,1,여행 편의성,직장형,1,서울 단기형,295.3576,5.0,도시 소비형,경험 및 관계
2173,3,1,여행 편의성,가족형,2,서울 심층형,149.216666666667,6.0,특수 목적,경험 및 관계
2176,2,2,여행 편의성,가족형,1,서울 단기형,368.0,5.0,경험형,가성비 및 접근성
2177,6,3,여행 편의성,가족형,2,서울 심층형,213.166666666667,6.0,특수 목적,K-컬처형
2178,2,4,안전 및 퀄리티,가족형,1,서울 심층형,254.0,8.0,도시 소비형,K-컬처형
2180,4,4,여행 편의성,가족형,2,서울 단기형,352.0,5.0,"역사, 전통, 자연",경험 및 관계
2181,5,3,여행 편의성,가족형,3,수도권/지방형(탐험가형),240.027083333333,12.0,"역사, 전통, 자연",경험 및 관계
2182,5,1,가성비,가족형,1,서울 심층형,166.666666666667,6.0,도시 소비형,가성비 및 접근성
2183,2,1,여행 편의성,가족형,2,서울 단기형,562.76,5.0,경험형,경험 및 관계
2184,4,1,안전 및 퀄리티,직장형,2,서울 단기형,265.82184,5.0,도시 소비형,경험 및 관계
2185,2,1,여행 편의성,친구형,1,서울 심층형,295.96,6.0,경험형,경험 및 관계
2186,4,1,안전 및 퀄리티,직장형,2,서울 단기형,369.197,5.0,도시 소비형,경험 및 관계
2188,4,1,여행 편의성,가족형,3,서울 심층형,260.726666666667,6.0,도시 소비형,가성비 및 접근성
2192,4,2,여행 편의성,가족형,1,서울 단기형,1251.9,5.0,"역사, 전통, 자연",경험 및 관계
2202,3,4,여행 편의성,혼자형,1,서울 심층형,1207.92727272727,11.0,특수 목적,K-컬처형
2206,5,4,안전 및 퀄리티,친구형,1,서울 단기형,290.7,4.0,도시 소비형,K-컬처형
2207,4,4,가성비,직장형,1,서울 단기형,680.0,3.0,특수 목적,K-컬처형
2208,5,2,여행 편의성,가족형,4,서울 심층형,362.4,7.0,도시 소비형,가성비 및 접근성
2211,6,4,여행 편의성,단체형,1,서울 심층형,351.276333333333,6.0,도시 소비형,경험 및 관계
2214,4,1,여행 편의성,가족형,1,서울 단기형,281.866666666667,5.0,도시 소비형,경험 및 관계
2215,2,2,가성비,가족형,3,서울 심층형,286.9,7.0,도시 소비형,가성비 및 접근성
2216,2,1,안전 및 퀄리티,직장형,1,서울 단기형,295.3576,5.0,도시 소비형,가성비 및 접근성
2217,4,2,안전 및 퀄리티,가족형,2,수도권/지방형(탐험가형),127.972,5.0,"역사, 전통, 자연",경험 및 관계
2218,5,2,가성비,가족형,3,서울 심층형,483.2,7.0,도시 소비형,가성비 및 접근성
2221,2,1,여행 편의성,가족형,1,서울 심층형,158.71625,8.0,"역사, 전통, 자연",경험 및 관계
2222,3,1,안전 및 퀄리티,직장형,1,서울 단기형,295.3576,5.0,도시 소비형,경험 및 관계
2223,4,1,안전 및 퀄리티,가족형,1,서울 단기형,324.566666666667,3.0,"역사, 전통, 자연",K-컬처형
2224,5,4,여행 편의성,가족형,1,서울 단기형,729.3,4.0,도시 소비형,가성비 및 접근성
2226,3,2,여행 편의성,가족형,2,서울 심층형,239.8125,8.0,특수 목적,가성비 및 접근성
2227,2,4,여행 편의성,가족형,1,서울 단기형,306.96,5.0,특수 목적,K-컬처형
2228,2,2,여행 편의성,친구형,1,서울 심층형,278.043833333333,6.0,도시 소비형,K-컬처형
2229,3,1,여행 편의성,가족형,1,서울 단기형,278.2,5.0,도시 소비형,K-컬처형
2231,5,3,여행 편의성,가족형,1,서울 단기형,264.328666666667,5.0,"역사, 전통, 자연",K-컬처형
2232,2,1,안전 및 퀄리티,친구형,1,서울 단기형,281.2856,5.0,도시 소비형,경험 및 관계
2233,2,1,안전 및 퀄리티,가족형,2,서울 단기형,333.84,5.0,경험형,K-컬처형
2235,4,1,여행 편의성,가족형,2,서울 단기형,180.83,5.0,"역사, 전통, 자연",K-컬처형
2239,4,1,여행 편의성,가족형,1,서울 심층형,181.818181818182,11.0,"역사, 전통, 자연",경험 및 관계
2240,3,1,여행 편의성,친구형,1,서울 단기형,306.02,5.0,도시 소비형,K-컬처형
2245,2,1,여행 편의성,가족형,1,서울 단기형,308.884,5.0,도시 소비형,K-컬처형
2248,4,2,안전 및 퀄리티,단체형,2,서울 심층형,320.0,6.0,도시 소비형,경험 및 관계
2252,4,1,안전 및 퀄리티,단체형,2,서울 심층형,185.416666666667,6.0,도시 소비형,경험 및 관계
2253,3,3,여행 편의성,친구형,2,서울 심층형,305.777777777778,9.0,도시 소비형,경험 및 관계
2254,2,3,가성비,친구형,1,서울 단기형,226.666666666667,3.0,경험형,K-컬처형
2255,5,1,여행 편의성,가족형,1,서울 심층형,229.333333333333,6.0,도시 소비형,가성비 및 접근성
2256,6,2,여행 편의성,가족형,2,서울 단기형,258.358,5.0,도시 소비형,경험 및 관계
2258,2,1,안전 및 퀄리티,단체형,1,서울 단기형,588.8,5.0,"역사, 전통, 자연",가성비 및 접근성
2263,3,1,안전 및 퀄리티,가족형,2,서울 심층형,365.714285714286,7.0,"역사, 전통, 자연",경험 및 관계
2264,2,1,여행 편의성,친구형,1,서울 단기형,185.866666666667,3.0,경험형,K-컬처형
2265,2,1,가성비,친구형,1,서울 단기형,249.333333333333,3.0,도시 소비형,경험 및 관계
2280,2,2,가성비,친구형,1,서울 단기형,249.333333333333,3.0,도시 소비형,가성비 및 접근성
2283,5,4,여행 편의성,가족형,1,서울 단기형,310.533333333333,3.0,도시 소비형,경험 및 관계
2284,5,1,여행 편의성,가족형,3,서울 심층형,155.314285714286,14.0,"역사, 전통, 자연",K-컬처형
2286,2,1,여행 편의성,가족형,2,서울 심층형,310.628571428571,7.0,"역사, 전통, 자연",K-컬처형
2292,2,1,여행 편의성,직장형,1,서울 단기형,295.3576,5.0,도시 소비형,경험 및 관계
2296,5,1,안전 및 퀄리티,단체형,2,서울 심층형,183.446280991736,11.0,"역사, 전통, 자연",경험 및 관계
2298,3,4,안전 및 퀄리티,가족형,1,서울 심층형,124.9374,8.0,"역사, 전통, 자연",가성비 및 접근성
2300,2,1,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),230.748125,8.0,도시 소비형,경험 및 관계
2301,5,1,여행 편의성,가족형,2,서울 단기형,600.0,3.0,도시 소비형,경험 및 관계
